TITLE,NAME,COMMENT,LABEL,CONFIDENCE
Assign GS Button to change master channel on Marshall 410H,msaunders,"HelloI think I already know the answer to this from reading though the forums but I said id ask anyway.Is is it possible to assign a button on the GS e.g Boost button , to change Master channel on the 410H via MIDI ? Re...",awareness,0.507
"VL3 turn off initial delay, reverb on guitar",SteveCranford,"I'm new to the unit, updated to the latest firmware.there seems to be a global delay/reverb working across all presets that i guess would sound cool for initial demo, but makes the guitar almost unplayable in practice. ...",awareness,0.531
VL3X issue,JohnShepherd,"I have the same issue with my VL3X I had with my G-XT. There is a constant pitch sound - it actually shifts pitch and sounds almost phasey, even when the harmony part of a patch is disengaged. Does every last one of thes...",decision,0.677
Voice Live Touch 2 XLR out problems,JoshEmery,Was wondering if anyone has run into an issue with their VLT2 XLR out giving them headaches? Everything was working fine until the last time I fired it up at a gig. What was coming out was very low input and a lot of h...,negative,0.579
"Synth pedal, pretty please?",Skranglefant,"I want TC to build us a synth pedal!Specifically, something small - preferably (also) in mini format, which can rival the synth sounds of a Future Impact, for instance.TC should be in the perfect position to do this: the...",awareness,0.767
VL3E new stock and know issues,CarlosSantiagom,"Hi, i want to buy a VL3E but the white screen issues it stoping me to do it, VL3E apear to be the only gear that fit my necessities, So... Stores like Thomman will have new stock in a couple of weeks, TC HELICON can say...",awareness,0.596
Can I reverse all my recorded layers at the same time with D...,marcusbruder199,"Hi guys, I'm about to buy a looper pedal to start a new music project and one of the reasons that I want the X4 (besides the fact that I loved the pedal) is the reverse mode, but I need to know if it's possible record a ...",awareness,0.586
Which TC Helicon Product has the best harmonies?,AndrewMackie,"I sold my VL3 but am trying to make heads and tails of the TC Helicon lineup. I may buy another TC Helicon product.Which of their products has the best harmonies, i.e. most natural sounding?A lot of the technology in the...",,
Flashback vs Flashback II toneprints,Zoobiedood,"So, can a toneprint for the original Flashback be sent to the II?",awareness,0.574
Import Backup VL3 in VL3 Extreme?,MusikerLanze,Helle friendsI have a question:I want to buy a VL3 EXTREME. Can I import the Backup from my VL3?Thank you,,
pitch wheel calibration,KikeVila,i have a big detunei ve updated firmware and run complete calibration but it persistsin global/ pitch wheel calibration i see 61% and maybe i should see 50 % ( see picture)https://photos.app.goo.gl/b3kDt6UGN5SQHL5w8What ...,awareness,0.665
Daisy chain play acoustic and play electric,DonWishart,"Hi, thoughts on this one....Would like to think I can take the mic line out from the play acoustic into the play electric mic input then into a mixer or powered speaker.Are there any issues that could compromise either u...",,
Metronome Volume,DylanKnowlton,"Any chance theres a way to adjust metronome volume on the VL3? More specifically, raise the metronome volume. I'm running my VL3 into a 4 channel mixer. Even using a cowbell isn't loud enough.",awareness,0.539
vocoder type vocal effect for ELO Mr Blue Sky,BobSmith682176,Hey folks can anyone suggest a preset that's close to the vocodor sound in the middle and end of Mr Blue Sky,awareness,0.85
Voicelive 2 - New to changing presets,MattGreer,"I've been using the VL2 actively for about a year, just leaving it in auto mode but turning off the reverb and harmony. Recently I finally saved over the preset (pop duo) with the harmony/reverb off so I didn't have to ...",decision,0.618
Octave up/down,ThomasZ,"I don’t want the octave settings to be global, I would like if it changed with the preset.Is there a way to store the octave up/down buttons setting to a preset?",,
Voicelive 2 Vloop Volume too low,BenCady,"When trying to use the vloop function on my Voicelive 2, the volume of the loop is barely audible. I am running a guitar into the input, and then out of the ""Thru"" jack, into a series of effects and into an amplifier. ...",awareness,0.639
Compatibility VoiceLive 3 / VoiceLive 3 extreme through Voic...,FranckMarchand,Sorry if this is a dumb question or if this has already been covered.I'm currently using a VoiceLive 3 and I am considering adding a VoiceLive 3 Extreme to my setup (just because the Voicelive 3 cannot be bought new anym...,consideration,0.705
voicelive 3 has gone nuts,BobSmith682176,my V3 on load up bottom left button goes pink then when fully loaded buttons on presets are all lit up in various colours and randomly blink as does the screen i need to get this sussed asap as i'm a professional musicia...,awareness,0.628
Play electric and multiple pedals,AdamJones,"Hi,I’ve posted this in the voice Live section as well but I haven’t had any joy yet. Ive been looking into buying either a VL3/VL3X or a play electric and i have a few questions that I hope you all can help with.I play...",consideration,0.534
Live Extreme 3 with multiple pedals,AdamJones,"Hi,Ive been looking into buying either a VL3/VL3X or a play electric and i have a few questions that I hope you all can help with.I play piano (not electric), electro acoustic guitar and then vocals with both.What I woul...",consideration,0.637
perform vk midi program change,JohanKronesäter,"im trying to select preset with my midisequenser.im sending pc125, 126, 127, bank select 0 on midichannel 3 but it wont switch preset.iv tried to hold ""set"" when the first PC i sent but same result.what am i missing?",awareness,0.753
Killswitch,joel2159,Is there anyway to make a kill-switch effect on the Nova system with delays Etc.?,awareness,0.892
EQ Settings,joel2159,"Hi,Can anyone give me a warm sweet EQ setting for blues rock solo sound?Thanks",awareness,0.587
Spectracomp,wannabe98,"Hi, I'm confused as to what the x over high and the x over low functions in the spectracomp toneprint editor are. Could someone help me out?",,
"Bugera v5 - tube replacement light on: eplaced tubes, still ...",WilliamWest,"Greetings,So about a week ago, I turned up the Bugera V5 to about 8 or 9. Suddenly a loud crackling sound, the tube replacement indicator light turned on, and I had choppy, crackling sound coming out of the amp.I replace...",decision:negative,0.542:0.508
Flashback Delay 2 randomly switching between loop and revers...,esedic,"Hi!I have an option to buy used Flashback Delay 2, but it has a strange problem: when you set preset knob to loop or reverse, pedal sometimes automatically switches from loop to reverse or from reverse to loop. It happen...",awareness,0.835
BQ500 active/passive switch backwards?,martyman,I just received my BQ500 amp and it appears that the active/passive switch is backwards...I also noticed on a review of the BQ250 on Youtube that his unit's switch is backwards too...What gives?,,
3 amps and 3 cable-method,BlueSpecial,"Hello all,I currently use one amp (Vox AC30) and the G-System using the 3-cable method.This is how I connect at the moment:Guitar -> OD -> AC30 InputG-System Input -> AC30 FX Loop SendG-System Left Output -> ...",awareness,0.692
PS1 problem with V22 infinium. Anyone else experience this?,ChrisMontelbano,"Hey guys, this is my first post and I would appreciate any help with my issue. Ipurchased the PS1 attenuator a few months ago so I could get that ""sweet spot"" tone at lower volumes. 22 watts is surprisingly loud! It wor...",,
Behringer PS1 as a dummy load?,AnthonieHunter,Just a quick question to reassure myself:Connecting a PS1 to a valve amp presents the correct load to that amp.But is that also the case if I have no speaker connected to the PS1?The idea is to only use the XLR output to...,,
lfo section not responding-,ZackPususta,not sure exactly why but the lfo section no longer seems to do anything. i believe it started after i did a patch. and after making connection it quit making any sound until i broke that connection. so believe thats wh...,awareness,0.595
Play Acoustic / Roomsense Mic's through headphones,JoePrice,"Hi, when using the roomsense mic's with headphones, on my Play Acoustic, I can see the ""NP"" information is being picked up as it comes on when i play a chord, without being plugged in, but i can't hear any audio at all...",decision:awareness,0.556:0.556
Feature Request - Hit button enhancement,DarinNelson,"Currently we have 3 options for an effect's on/off state: on, off and hit. I would like to see a fourth option where an effect would be on only if the hit button was not active. This would allow me for example to have a ...",awareness,0.599
